"CMS Certification Number (CCN)","State","Percent of residents who are up-to-date on their vaccines","Percent of staff who are up-to-date on their vaccines","Date vaccination data last updated"
"045470","AR","23.6","0.0","03/02/2025"
"045471","AR","39.7","0.8","03/02/2025"
"045474","AR","36.8","0.0","03/02/2025"
"045475","AR","34.9","0.0","03/02/2025"
"045476","AR","45.3","3.3","03/02/2025"
"045477","AR","36.1","0.0","03/02/2025"
"045478","AR","Not Available","Not Available","03/02/2025"
"04A158","AR","60.2","4.0","03/02/2025"
"04A293","AR","80.7","6.7","03/02/2025"
"055001","CA","28.0","4.0","03/02/2025"
"055002","CA","67.7","11.4","03/02/2025"
"055003","CA","81.3","5.3","03/02/2025"
"055008","CA","87.7","14.6","03/02/2025"
"055011","CA","15.6","4.0","03/02/2025"
"055013","CA","68.0","31.7","03/02/2025"
"055014","CA","46.4","20.5","03/02/2025"
"055016","CA","84.2","13.8","03/02/2025"
"055017","CA","Not Available","Not Available","03/02/2025"
"055022","CA","81.1","19.7","03/02/2025"
"055028","CA","63.2","17.1","03/02/2025"
"055032","CA","43.4","20.9","03/02/2025"
"055034","CA","91.0","45.0","03/02/2025"
"055036","CA","Not Available","Not Available","03/02/2025"
"055039","CA","8.6","5.6","03/02/2025"
"055041","CA","57.0","5.6","03/02/2025"
"055042","CA","79.4","27.3","03/02/2025"
"055045","CA","62.8","50.4","03/02/2025"
"055047","CA","Not Available","Not Available","03/02/2025"
"055049","CA","67.3","37.6","03/02/2025"
"055052","CA","61.3","22.4","03/02/2025"
"055056","CA","66.7","16.0","03/02/2025"
"055060","CA","Not Available","Not Available","03/02/2025"
"055064","CA","30.8","6.3","03/02/2025"
"055067","CA","2.7","0.0","03/02/2025"
"055070","CA","26.6","17.5","03/02/2025"
"055072","CA","Not Available","Not Available","03/02/2025"
"055074","CA","69.8","17.3","03/02/2025"
"055076","CA","33.3","3.5","03/02/2025"
"055077","CA","Not Available","Not Available","03/02/2025"
"055078","CA","Not Available","Not Available","03/02/2025"
"055079","CA","62.5","43.8","03/02/2025"
"055084","CA","Not Available","Not Available","03/02/2025"
"055085","CA","29.5","24.7","03/02/2025"
"055092","CA","5.3","0.0","03/02/2025"
"055093","CA","80.8","17.8","03/02/2025"
"055099","CA","Not Available","Not Available","03/02/2025"
"055104","CA","58.7","11.6","03/02/2025"
"055105","CA","Not Available","Not Available","03/02/2025"
"055107","CA","Not Available","Not Available","03/02/2025"
"055109","CA","55.6","6.4","03/02/2025"
"055111","CA","53.3","9.1","03/02/2025"
"055114","CA","46.3","2.9","03/02/2025"
"055115","CA","94.7","15.4","03/02/2025"
"055116","CA","49.0","9.0","03/02/2025"
"055119","CA","68.2","27.4","03/02/2025"
"055121","CA","37.6","0.0","03/02/2025"
"055123","CA","58.0","Not Available","03/02/2025"
"055126","CA","Not Available","Not Available","03/02/2025"
"055129","CA","16.4","9.9","03/02/2025"
"055135","CA","50.9","16.0","03/02/2025"
"055136","CA","24.4","5.7","03/02/2025"
"055141","CA","44.0","0.0","03/02/2025"
"055142","CA","66.3","28.5","03/02/2025"
"055146","CA","47.1","10.5","03/02/2025"
"055147","CA","Not Available","Not Available","03/02/2025"
"055150","CA","36.8","9.5","03/02/2025"
"055153","CA","58.1","27.2","03/02/2025"
"055155","CA","63.5","29.2","03/02/2025"
"055156","CA","81.5","36.8","03/02/2025"
"055157","CA","52.9","8.9","03/02/2025"
"055160","CA","20.7","6.7","03/02/2025"
"055161","CA","52.2","6.1","03/02/2025"
"055162","CA","84.7","5.1","03/02/2025"
"055163","CA","Not Available","Not Available","03/02/2025"
"055167","CA","53.5","16.2","03/02/2025"
"055168","CA","50.8","22.6","03/02/2025"
"055169","CA","42.6","16.3","03/02/2025"
"055170","CA","67.7","27.6","03/02/2025"
"055173","CA","61.0","26.1","03/02/2025"
"055175","CA","51.5","11.7","03/02/2025"
"055181","CA","59.5","24.6","03/02/2025"
"055182","CA","43.5","7.7","03/02/2025"
"055183","CA","43.3","11.7","03/02/2025"
"055185","CA","44.6","3.7","03/02/2025"
"055187","CA","7.1","0.0","03/02/2025"
"055188","CA","70.1","29.3","03/02/2025"
"055189","CA","62.1","36.0","03/02/2025"
"055191","CA","52.5","0.0","03/02/2025"
"055192","CA","48.9","16.9","03/02/2025"
"055196","CA","61.5","13.3","03/02/2025"
"055199","CA","Not Available","Not Available","03/02/2025"
"055201","CA","55.0","12.2","03/02/2025"
"055202","CA","66.7","22.8","03/02/2025"
"055203","CA","63.3","16.0","03/02/2025"
"055204","CA","0.0","0.0","03/02/2025"
"055206","CA","59.9","0.0","03/02/2025"
"055208","CA","57.1","41.2","03/02/2025"
"055210","CA","83.3","1.9","03/02/2025"
"055211","CA","85.0","3.3","03/02/2025"
"055212","CA","30.7","21.4","03/02/2025"
"055213","CA","51.5","8.9","03/02/2025"
"055215","CA","58.1","5.5","03/02/2025"
"055222","CA","50.8","29.9","03/02/2025"
"055223","CA","27.4","11.6","03/02/2025"
"055237","CA","52.6","17.1","03/02/2025"
"055239","CA","50.0","0.0","03/02/2025"
"055240","CA","55.0","17.3","03/02/2025"
"055241","CA","64.9","52.5","03/02/2025"
"055242","CA","36.7","7.8","03/02/2025"
"055247","CA","48.4","1.6","03/02/2025"
"055249","CA","47.1","1.8","03/02/2025"
"055252","CA","Not Available","Not Available","03/02/2025"
"055253","CA","Not Available","Not Available","03/02/2025"
"055255","CA","38.6","16.5","03/02/2025"
"055256","CA","62.2","2.6","03/02/2025"
"055258","CA","20.6","3.3","03/02/2025"
"055259","CA","53.5","27.6","03/02/2025"
"055261","CA","58.3","38.1","03/02/2025"
"055262","CA","51.7","14.1","03/02/2025"
"055268","CA","46.3","11.7","03/02/2025"
"055271","CA","64.4","4.7","03/02/2025"
"055276","CA","62.5","37.3","03/02/2025"
"055280","CA","53.5","3.1","03/02/2025"
"055282","CA","78.2","16.0","03/02/2025"
"055283","CA","93.8","32.4","03/02/2025"
"055286","CA","28.6","7.4","03/02/2025"
"055287","CA","75.8","14.1","03/02/2025"
"055288","CA","39.6","23.6","03/02/2025"
"055289","CA","77.2","4.1","03/02/2025"
"055292","CA","Not Available","Not Available","03/02/2025"
"055293","CA","56.5","7.4","03/02/2025"
"055296","CA","25.0","25.0","03/02/2025"
"055297","CA","58.0","7.8","03/02/2025"
"055298","CA","50.0","17.8","03/02/2025"
"055299","CA","72.3","0.0","03/02/2025"
"055303","CA","71.4","50.0","03/02/2025"
"055304","CA","44.2","3.6","03/02/2025"
"055305","CA","36.8","3.4","03/02/2025"
"055307","CA","49.4","2.1","03/02/2025"
"055308","CA","57.7","Not Available","03/02/2025"
"055310","CA","21.1","0.0","03/02/2025"
"055311","CA","85.7","42.0","03/02/2025"
"055315","CA","2.8","Not Available","03/02/2025"
"055316","CA","68.8","21.1","03/02/2025"
"055318","CA","Not Available","Not Available","03/02/2025"
"055322","CA","55.7","24.3","03/02/2025"
"055328","CA","32.1","0.0","03/02/2025"
"055329","CA","68.1","0.0","03/02/2025"
"055330","CA","Not Available","Not Available","03/02/2025"
"055331","CA","59.6","28.4","03/02/2025"
"055335","CA","34.4","8.4","03/02/2025"
"055338","CA","38.4","8.3","03/02/2025"
"055341","CA","71.9","13.7","03/02/2025"
"055342","CA","26.5","0.0","03/02/2025"
"055344","CA","Not Available","Not Available","03/02/2025"
"055350","CA","Not Available","Not Available","03/02/2025"
"055353","CA","9.2","3.3","03/02/2025"
"055356","CA","47.9","99.0","03/02/2025"
"055360","CA","52.1","34.2","03/02/2025"
"055361","CA","83.7","12.2","03/02/2025"
"055364","CA","58.7","20.4","03/02/2025"
"055367","CA","75.3","32.0","03/02/2025"
"055372","CA","59.6","9.1","03/02/2025"
"055374","CA","13.1","3.8","03/02/2025"
"055376","CA","Not Available","Not Available","03/02/2025"
"055387","CA","50.0","9.7","03/02/2025"
"055388","CA","28.3","13.2","03/02/2025"
"055394","CA","20.7","9.4","03/02/2025"
"055401","CA","Not Available","Not Available","03/02/2025"
"055402","CA","50.3","1.4","03/02/2025"
"055407","CA","Not Available","Not Available","03/02/2025"
"055408","CA","44.9","31.3","03/02/2025"
"055409","CA","36.8","7.2","03/02/2025"
"055410","CA","47.8","10.8","03/02/2025"
"055412","CA","Not Available","Not Available","03/02/2025"
"055417","CA","38.6","0.0","03/02/2025"
"055423","CA","48.3","8.1","03/02/2025"
"055430","CA","36.3","0.0","03/02/2025"
"055434","CA","53.5","12.1","03/02/2025"
"055435","CA","Not Available","Not Available","03/02/2025"
"055438","CA","65.9","10.8","03/02/2025"
"055441","CA","47.3","1.6","03/02/2025"
"055443","CA","93.0","36.8","03/02/2025"
"055446","CA","41.5","14.6","03/02/2025"
"055448","CA","57.8","6.0","03/02/2025"
"055449","CA","56.4","10.3","03/02/2025"
"055454","CA","48.9","7.0","03/02/2025"
"055457","CA","96.3","53.7","03/02/2025"
"055459","CA","46.1","3.1","03/02/2025"
"055461","CA","70.6","2.1","03/02/2025"
"055462","CA","50.0","4.0","03/02/2025"
"055464","CA","Not Available","Not Available","03/02/2025"
"055466","CA","Not Available","Not Available","03/02/2025"
"055473","CA","Not Available","Not Available","03/02/2025"
"055474","CA","61.8","4.5","03/02/2025"
"055475","CA","49.5","0.0","03/02/2025"
"055480","CA","26.8","3.9","03/02/2025"
"055481","CA","67.4","9.2","03/02/2025"
"055488","CA","87.0","35.4","03/02/2025"
"055489","CA","43.4","3.3","03/02/2025"
"055491","CA","50.0","14.8","03/02/2025"
"055493","CA","5.3","0.8","03/02/2025"
"055497","CA","46.7","17.8","03/02/2025"
"055499","CA","82.9","4.9","03/02/2025"
"055500","CA","47.4","4.5","03/02/2025"
"055504","CA","55.7","38.9","03/02/2025"
"055505","CA","21.2","0.0","03/02/2025"
"055508","CA","57.9","23.4","03/02/2025"
"055510","CA","23.5","39.1","03/02/2025"
"055512","CA","49.1","7.7","03/02/2025"
"055516","CA","52.9","25.0","03/02/2025"
"055517","CA","54.7","22.4","03/02/2025"
"055518","CA","0.0","11.2","03/02/2025"
"055519","CA","31.9","0.0","03/02/2025"
"055523","CA","Not Available","Not Available","03/02/2025"
"055525","CA","86.3","19.0","03/02/2025"
"055526","CA","70.3","9.7","03/02/2025"
"055527","CA","Not Available","Not Available","03/02/2025"
"055531","CA","63.2","6.0","03/02/2025"
"055534","CA","61.5","22.6","03/02/2025"
"055538","CA","64.4","6.3","03/02/2025"
"055539","CA","Not Available","Not Available","03/02/2025"
"055540","CA","38.3","Not Available","03/02/2025"
"055541","CA","26.9","13.4","03/02/2025"
"055542","CA","52.5","6.5","03/02/2025"
"055544","CA","70.9","6.9","03/02/2025"
"055548","CA","Not Available","Not Available","03/02/2025"
"055551","CA","58.1","0.0","03/02/2025"
"055557","CA","21.2","8.7","03/02/2025"
"055559","CA","63.2","16.0","03/02/2025"
"055562","CA","61.4","10.2","03/02/2025"
"055563","CA","Not Available","Not Available","03/02/2025"
"055565","CA","0.0","0.0","03/02/2025"
"055566","CA","45.7","15.3","03/02/2025"
"055568","CA","47.2","0.6","03/02/2025"
"055570","CA","18.6","5.1","03/02/2025"
"055571","CA","83.1","Not Available","03/02/2025"
"055573","CA","51.2","0.0","03/02/2025"
"055575","CA","69.3","19.5","03/02/2025"
"055581","CA","0.0","0.0","03/02/2025"
"055585","CA","37.1","Not Available","03/02/2025"
"055597","CA","56.8","9.9","03/02/2025"
"055598","CA","45.8","9.1","03/02/2025"
"055601","CA","48.3","21.1","03/02/2025"
"055604","CA","41.7","11.5","03/02/2025"
"055608","CA","60.3","0.0","03/02/2025"
"055612","CA","36.2","3.4","03/02/2025"
"055617","CA","61.1","14.0","03/02/2025"
"055619","CA","52.7","9.1","03/02/2025"
"055622","CA","50.0","27.9","03/02/2025"
"055626","CA","Not Available","Not Available","03/02/2025"
"055632","CA","30.3","13.3","03/02/2025"
"055640","CA","66.7","7.6","03/02/2025"
"055645","CA","41.9","45.0","03/02/2025"
"055646","CA","40.5","15.6","03/02/2025"
"055649","CA","Not Available","Not Available","03/02/2025"
"055650","CA","4.2","0.7","03/02/2025"
"055653","CA","77.1","98.2","03/02/2025"
"055656","CA","Not Available","Not Available","03/02/2025"
"055662","CA","42.4","7.0","03/02/2025"
"055664","CA","19.4","13.8","03/02/2025"
"055670","CA","35.6","3.2","03/02/2025"
"055671","CA","72.7","15.0","03/02/2025"
"055674","CA","76.0","12.9","03/02/2025"
"055677","CA","78.4","41.9","03/02/2025"
"055684","CA","86.7","32.9","03/02/2025"
"055685","CA","15.2","12.2","03/02/2025"
"055689","CA","7.5","0.0","03/02/2025"
"055693","CA","40.4","17.7","03/02/2025"
"055697","CA","26.3","10.7","03/02/2025"
"055704","CA","62.5","26.2","03/02/2025"
"055706","CA","30.3","2.7","03/02/2025"
"055707","CA","50.9","14.3","03/02/2025"
"055708","CA","29.8","5.3","03/02/2025"
"055710","CA","72.2","60.9","03/02/2025"
"055711","CA","28.6","12.0","03/02/2025"
"055715","CA","35.6","18.7","03/02/2025"
"055718","CA","71.4","0.0","03/02/2025"
"055719","CA","60.6","12.9","03/02/2025"
"055728","CA","55.8","14.5","03/02/2025"
"055733","CA","69.0","2.5","03/02/2025"
"055734","CA","26.5","18.2","03/02/2025"
"055735","CA","Not Available","Not Available","03/02/2025"
"055737","CA","37.4","4.1","03/02/2025"
"055739","CA","2.1","0.0","03/02/2025"
"055742","CA","Not Available","Not Available","03/02/2025"
"055744","CA","33.3","12.0","03/02/2025"
"055748","CA","47.6","15.2","03/02/2025"
"055750","CA","81.3","12.3","03/02/2025"
"055753","CA","47.1","67.9","03/02/2025"
"055755","CA","29.3","7.2","03/02/2025"
"055756","CA","49.0","9.2","03/02/2025"
"055758","CA","40.0","29.4","03/02/2025"
"055760","CA","46.2","14.0","03/02/2025"
"055761","CA","35.4","8.3","03/02/2025"
"055764","CA","85.0","14.3","03/02/2025"
"055775","CA","88.9","8.5","03/02/2025"
"055776","CA","55.2","11.3","03/02/2025"
"055795","CA","Not Available","Not Available","03/02/2025"
"055797","CA","74.4","36.3","03/02/2025"
"055798","CA","0.0","0.0","03/02/2025"
"055799","CA","Not Available","Not Available","03/02/2025"
"055800","CA","23.4","2.5","03/02/2025"
"055806","CA","67.3","8.1","03/02/2025"
"055807","CA","50.0","1.1","03/02/2025"
"055809","CA","Not Available","Not Available","03/02/2025"
"055816","CA","50.0","11.1","03/02/2025"
"055817","CA","48.3","8.2","03/02/2025"
"055818","CA","69.8","38.6","03/02/2025"
"055826","CA","Not Available","Not Available","03/02/2025"
"055830","CA","3.7","0.0","03/02/2025"
"055833","CA","50.0","5.7","03/02/2025"
"055839","CA","56.9","3.6","03/02/2025"
"055845","CA","31.1","17.3","03/02/2025"
"055846","CA","10.2","16.2","03/02/2025"
"055848","CA","36.8","7.5","03/02/2025"
"055849","CA","0.0","4.1","03/02/2025"
"055850","CA","Not Available","Not Available","03/02/2025"
"055853","CA","37.1","5.0","03/02/2025"
"055854","CA","54.2","3.2","03/02/2025"
"055855","CA","0.0","3.1","03/02/2025"
"055856","CA","56.3","7.1","03/02/2025"
"055858","CA","73.6","8.2","03/02/2025"
"055861","CA","39.4","0.0","03/02/2025"
"055862","CA","38.1","0.0","03/02/2025"
"055866","CA","31.8","14.3","03/02/2025"
"055869","CA","3.8","0.0","03/02/2025"
"055870","CA","52.5","20.3","03/02/2025"
"055871","CA","71.6","1.6","03/02/2025"
"055872","CA","38.5","4.3","03/02/2025"
"055873","CA","Not Available","Not Available","03/02/2025"
"055874","CA","36.7","12.0","03/02/2025"
"055876","CA","Not Available","Not Available","03/02/2025"
"055884","CA","70.0","3.2","03/02/2025"
"055885","CA","38.6","9.1","03/02/2025"
"055886","CA","23.1","12.2","03/02/2025"
"055887","CA","60.4","4.8","03/02/2025"
"055888","CA","65.6","0.0","03/02/2025"
"055890","CA","10.8","1.6","03/02/2025"
"055892","CA","Not Available","Not Available","03/02/2025"
"055894","CA","34.9","0.6","03/02/2025"
"055899","CA","66.7","40.0","03/02/2025"
"055906","CA","54.4","17.6","03/02/2025"
"055910","CA","46.7","20.7","03/02/2025"
"055914","CA","58.5","52.6","03/02/2025"
"055916","CA","40.2","0.0","03/02/2025"
"055917","CA","50.5","4.3","03/02/2025"
"055918","CA","55.1","10.0","03/02/2025"
"055919","CA","40.0","44.9","03/02/2025"
"055922","CA","30.0","7.2","03/02/2025"
"055929","CA","41.6","8.8","03/02/2025"
"055932","CA","47.3","10.4","03/02/2025"
"055935","CA","38.6","3.0","03/02/2025"
"055952","CA","94.4","3.9","03/02/2025"
"055954","CA","55.9","19.3","03/02/2025"
"055955","CA","32.4","16.1","03/02/2025"
"055956","CA","23.4","16.1","03/02/2025"
"055957","CA","52.3","4.2","03/02/2025"
"055959","CA","57.3","21.4","03/02/2025"
"055960","CA","41.0","19.1","03/02/2025"
"055962","CA","68.5","5.8","03/02/2025"
"055963","CA","74.5","58.4","03/02/2025"
"055964","CA","47.3","Not Available","03/02/2025"
"055968","CA","57.6","29.4","03/02/2025"
"055975","CA","Not Available","Not Available","03/02/2025"
"055977","CA","67.0","0.0","03/02/2025"
"055979","CA","43.5","33.3","03/02/2025"
"055983","CA","74.7","14.5","03/02/2025"
"055984","CA","52.1","9.0","03/02/2025"
"055987","CA","57.4","Not Available","03/02/2025"
"055988","CA","32.7","3.8","03/02/2025"
"055989","CA","46.9","6.8","03/02/2025"
"055991","CA","Not Available","Not Available","03/02/2025"
"055992","CA","72.8","37.5","03/02/2025"
"055995","CA","48.3","5.0","03/02/2025"
"055996","CA","26.7","9.7","03/02/2025"
"056007","CA","50.6","6.8","03/02/2025"
"056008","CA","72.1","85.2","03/02/2025"
"056010","CA","33.2","12.9","03/02/2025"
"056014","CA","66.7","18.8","03/02/2025"
"056017","CA","68.6","31.7","03/02/2025"
"056019","CA","53.2","10.3","03/02/2025"
"056021","CA","59.2","13.2","03/02/2025"
"056023","CA","57.3","26.6","03/02/2025"
"056024","CA","0.0","0.0","03/02/2025"
"056026","CA","58.0","40.5","03/02/2025"
"056031","CA","49.1","27.0","03/02/2025"
"056035","CA","70.0","Not Available","03/02/2025"
"056037","CA","76.6","12.1","03/02/2025"
"056039","CA","71.4","21.6","03/02/2025"
"056040","CA","18.5","1.6","03/02/2025"
"056042","CA","24.2","21.0","03/02/2025"
"056043","CA","Not Available","Not Available","03/02/2025"
"056048","CA","42.4","34.3","03/02/2025"
"056052","CA","45.8","18.4","03/02/2025"
"056053","CA","31.3","19.5","03/02/2025"
"056055","CA","77.6","15.3","03/02/2025"
"056056","CA","41.0","28.6","03/02/2025"
"056058","CA","Not Available","Not Available","03/02/2025"
"056062","CA","36.7","9.8","03/02/2025"
"056063","CA","Not Available","Not Available","03/02/2025"
"056065","CA","28.6","0.0","03/02/2025"
"056066","CA","37.5","9.8","03/02/2025"
"056069","CA","47.4","2.6","03/02/2025"
"056071","CA","87.5","22.9","03/02/2025"
"056072","CA","75.3","25.0","03/02/2025"
"056073","CA","50.0","13.4","03/02/2025"
"056074","CA","Not Available","Not Available","03/02/2025"
"056076","CA","56.8","26.1","03/02/2025"
"056077","CA","82.4","22.7","03/02/2025"
"056078","CA","71.3","43.5","03/02/2025"
"056079","CA","25.8","1.8","03/02/2025"
"056080","CA","45.3","19.3","03/02/2025"
"056082","CA","61.7","32.8","03/02/2025"
"056083","CA","Not Available","Not Available","03/02/2025"
"056084","CA","57.2","24.2","03/02/2025"
"056090","CA","Not Available","Not Available","03/02/2025"
"056092","CA","21.6","3.2","03/02/2025"
"056095","CA","34.9","3.8","03/02/2025"
"056096","CA","72.9","8.8","03/02/2025"
"056098","CA","65.3","0.0","03/02/2025"
"056100","CA","Not Available","Not Available","03/02/2025"
"056101","CA","Not Available","Not Available","03/02/2025"
"056103","CA","27.4","6.7","03/02/2025"
"056104","CA","50.0","8.5","03/02/2025"
"056105","CA","40.8","8.4","03/02/2025"
"056107","CA","76.9","1.2","03/02/2025"
"056109","CA","93.0","9.5","03/02/2025"
"056110","CA","53.7","18.8","03/02/2025"
"056111","CA","62.8","14.6","03/02/2025"
"056113","CA","25.2","9.4","03/02/2025"
"056114","CA","36.1","3.4","03/02/2025"
"056115","CA","34.0","2.3","03/02/2025"
"056116","CA","0.0","13.9","03/02/2025"
"056117","CA","Not Available","Not Available","03/02/2025"
"056118","CA","70.8","24.0","03/02/2025"
"056120","CA","46.9","15.7","03/02/2025"
"056121","CA","44.9","15.7","03/02/2025"
"056122","CA","54.3","Not Available","03/02/2025"
"056124","CA","43.9","2.1","03/02/2025"
"056125","CA","54.5","4.0","03/02/2025"
"056127","CA","88.3","48.8","03/02/2025"
"056129","CA","51.2","1.6","03/02/2025"
"056132","CA","41.9","7.0","03/02/2025"
"056133","CA","52.1","6.3","03/02/2025"
"056136","CA","45.7","22.0","03/02/2025"
